Player,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,M,PeakRank
Yannick Hanfmann,0.6103333333333333,0.056666666666666664,7.333333333333333,0.06733333333333334,4.333333333333333,0.03766666666666667,0.594,0.6393333333333334,0.4483333333333333,0.5623333333333334,13.333333333333334,0.606,0.3233333333333333,8.333333333333334,0.09300000000000001,0.44366666666666665,0.7599999999999999,3.0,45.0
Yannick Maden,0.688,0.125,2.0,0.018000000000000002,1.0,0.009000000000000001,0.6609999999999999,0.639,0.405,0.56,11.0,0.545,0.355,5.0,0.4,0.457,0.81,1.0,96.0
Yasutaka Uchiyama,0.818,0.136,14.0,0.095,5.0,0.034,0.682,0.782,0.319,0.635,16.0,0.75,0.36200000000000004,12.0,0.25,0.498,0.99,1.0,78.0
Yen Hsun Lu,0.7062727272727273,0.11281818181818183,8.181818181818182,0.05863636363636364,8.0,0.05590909090909091,0.578,0.6903636363636364,0.47409090909090906,0.5974545454545455,13.272727272727273,0.519909090909091,0.30436363636363634,9.818181818181818,0.2930909090909091,0.45390909090909093,0.7763636363636365,14.0,33.0
Yevgeny Kafelnikov,0.6930000000000001,0.319,30.25,0.06925,23.5,0.06175,0.54075,0.70825,0.45825,0.5935,41.25,0.5782499999999999,0.416,39.5,0.55075,0.50475,1.0350000000000001,14.0,1.0
Yibing Wu,0.731,0.18,13.5,0.0435,12.5,0.0465,0.6125,0.6439999999999999,0.537,0.6025,27.0,0.5905,0.3765,22.5,0.3895,0.4905,0.95,5.0,54.0
Yoshihito Nishioka,0.6556,0.1472,4.5,0.028300000000000002,4.4,0.034999999999999996,0.5904,0.6178,0.4868,0.5658,14.7,0.5236,0.3224,10.1,0.3633,0.4511,0.76,12.0,24.0
Yosuke Watanuki,0.792,0.045,16.0,0.10099999999999999,8.0,0.05,0.535,0.718,0.527,0.629,12.0,0.583,0.295,6.0,0.16699999999999998,0.478,0.8,1.0,72.0
Younes El Aynaoui,0.7328333333333333,0.09066666666666667,27.0,0.06516666666666666,7.833333333333333,0.032,0.6906666666666667,0.6551666666666667,0.4808333333333333,0.5971666666666667,23.333333333333332,0.6138333333333333,0.27849999999999997,18.666666666666668,0.19466666666666668,0.44483333333333336,0.7516666666666666,14.0,14.0
Yu Hsiou Hsu,0.8,0.17600000000000002,12.0,0.055999999999999994,5.0,0.023,0.698,0.7070000000000001,0.5539999999999999,0.66,20.0,0.65,0.36700000000000005,31.0,0.19399999999999998,0.51,1.08,2.0,158.0
Yuichi Sugita,0.63775,0.10375,6.0,0.0675,4.75,0.0465,0.543,0.715,0.43,0.58175,14.0,0.54375,0.301,8.75,0.34825,0.44275,0.73,5.0,36.0
Yuki Bhambri,0.625,0.235,0.0,0.0,6.0,0.05,0.669,0.605,0.425,0.545,14.0,0.5710000000000001,0.37,10.0,0.4,0.46299999999999997,0.81,1.0,
Zachary Svajda,0.663,0.15075,6.0,0.0305,4.5,0.03125,0.59925,0.6475,0.47375,0.57275,16.75,0.57025,0.362,12.75,0.28875,0.46499999999999997,0.8624999999999999,5.0,102.0
Zhizhen Zhang,0.629,0.11366666666666668,22.0,0.08466666666666667,6.0,0.024000000000000004,0.6443333333333333,0.6333333333333333,0.44766666666666666,0.5663333333333334,23.0,0.538,0.32,21.0,0.17366666666666672,0.44166666666666665,0.8066666666666666,5.0,31.0
Zizou Bergs,0.7440000000000001,0.22699999999999998,23.0,0.08199999999999999,18.0,0.064,0.5479999999999999,0.7340000000000001,0.457,0.609,24.0,0.542,0.401,27.0,0.37,0.5,1.03,2.0,50.0
