Player,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,M,PeakRank
Joao Sousa,0.7316666666666667,0.17933333333333332,10.0,0.044222222222222225,7.333333333333333,0.02822222222222222,0.5973333333333334,0.6841111111111111,0.49144444444444446,0.6063333333333333,23.88888888888889,0.6011111111111112,0.35344444444444445,18.444444444444443,0.3328888888888889,0.4822222222222222,0.9022222222222221,18.0,28.0
Joao Souza,0.48350000000000004,0.05,6.5,0.07050000000000001,3.5,0.03950000000000001,0.5880000000000001,0.6074999999999999,0.33699999999999997,0.4955,10.0,0.35,0.265,7.0,0.07150000000000001,0.37849999999999995,0.5700000000000001,2.0,
John Isner,0.9326470588235294,0.12341176470588235,70.88235294117646,0.2328235294117647,8.882352941176471,0.027411764705882354,0.6827058823529412,0.8048235294117647,0.5621764705882353,0.727235294117647,13.176470588235293,0.6572941176470588,0.31058823529411766,21.529411764705884,0.3423529411764706,0.5150588235294118,1.17,49.0,8.0
John Millman,0.7615,0.191625,10.5,0.045625,4.875,0.021249999999999998,0.6204999999999999,0.68325,0.53375,0.6275,20.25,0.634875,0.35975,21.125,0.34875,0.4955,0.9775,15.0,33.0
John Patrick Smith,0.7070000000000001,0.23650000000000002,9.0,0.0645,6.5,0.046,0.6135,0.6865,0.4125,0.574,11.5,0.47750000000000004,0.358,9.5,0.6145,0.473,0.845,2.0,
John Van Lottum,0.5805,0.22925,10.75,0.0615,8.5,0.0495,0.503,0.59825,0.48575,0.5395,20.0,0.55,0.35425,13.25,0.6145,0.4495,0.8074999999999999,6.0,62.0
Jonas Bjorkman,0.71475,0.2615,12.5,0.050499999999999996,10.875,0.049875,0.5706249999999999,0.682375,0.482,0.5974999999999999,24.125,0.592,0.39575,23.75,0.402625,0.497375,0.98875,16.0,4.0
Jonathan Dasnieres De Veigy,0.667,0.1,5.0,0.042,2.0,0.017,0.655,0.6920000000000001,0.293,0.555,10.0,0.4,0.32799999999999996,10.0,0.2,0.439,0.74,1.0,
Jordan Thompson,0.7357777777777778,0.23777777777777778,18.0,0.07188888888888889,7.333333333333333,0.030444444444444448,0.6027777777777777,0.7163333333333334,0.4512222222222222,0.6093333333333333,21.333333333333332,0.5772222222222223,0.378,23.22222222222222,0.48644444444444446,0.4926666666666667,0.9866666666666668,19.0,26.0
Jose Acasuso,0.6902222222222222,0.14844444444444446,15.555555555555555,0.10744444444444445,7.555555555555555,0.061777777777777786,0.5302222222222223,0.7521111111111112,0.42488888888888887,0.597111111111111,11.777777777777779,0.4802222222222222,0.30666666666666664,10.11111111111111,0.4272222222222222,0.45566666666666666,0.8155555555555556,14.0,20.0
Josh Goodall,0.765,0.055999999999999994,14.0,0.139,4.0,0.04,0.485,0.816,0.423,0.614,10.0,0.6,0.258,1.0,1.0,0.439,0.67,1.0,
Josselin Ouanna,0.825,0.049,22.0,0.092,8.0,0.033,0.64,0.7390000000000001,0.605,0.69,17.0,0.588,0.312,11.0,0.182,0.493,1.01,2.0,88.0
Jozef Kovalik,0.638,0.09999999999999999,5.0,0.055333333333333325,4.0,0.05033333333333334,0.5693333333333334,0.6413333333333333,0.502,0.585,8.333333333333334,0.3323333333333333,0.3053333333333333,4.666666666666667,0.2776666666666667,0.439,0.7433333333333333,3.0,80.0
Juan Antonio Marin,0.667,0.133,7.0,0.064,4.0,0.037000000000000005,0.44,0.6459999999999999,0.45899999999999996,0.541,13.0,0.615,0.32299999999999995,3.0,0.667,0.439,0.7,1.0,
Juan Balcells,0.643,0.071,3.0,0.031,4.0,0.040999999999999995,0.643,0.5870000000000001,0.486,0.551,11.0,0.545,0.327,6.0,0.16699999999999998,0.43700000000000006,0.73,1.0,57.0
Juan Carlos Ferrero,0.7707272727272727,0.2089090909090909,23.636363636363637,0.06527272727272727,14.363636363636363,0.03945454545454546,0.5914545454545455,0.6893636363636364,0.5231818181818182,0.6220909090909091,30.545454545454547,0.604909090909091,0.3692727272727273,32.72727272727273,0.38781818181818184,0.49563636363636365,0.9918181818181818,34.0,1.0
Juan Ignacio Chela,0.7899,0.21459999999999999,10.7,0.0451,8.3,0.033299999999999996,0.6068,0.7025,0.5164,0.6275999999999999,21.3,0.5936,0.3738,23.5,0.3549,0.4991,1.0050000000000001,23.0,15.0
Juan Ignacio Londero,0.7004999999999999,0.2935,12.5,0.05600000000000001,10.5,0.0475,0.6224999999999999,0.6739999999999999,0.509,0.6114999999999999,21.5,0.46399999999999997,0.404,18.5,0.6060000000000001,0.507,1.045,4.0,50.0
Juan Manuel Cerundolo,0.6579999999999999,0.278,10.0,0.040999999999999995,10.0,0.040999999999999995,0.545,0.674,0.382,0.541,23.0,0.435,0.38,19.0,0.526,0.466,0.83,2.0,79.0
Juan Martin del Potro,0.8244999999999999,0.2866,43.3,0.09290000000000001,16.1,0.038400000000000004,0.6247,0.7416,0.534,0.6641999999999999,28.5,0.5540999999999999,0.40519999999999995,49.4,0.40730000000000005,0.5287,1.22,44.0,3.0
Juan Monaco,0.6725833333333333,0.17958333333333334,6.333333333333333,0.03783333333333334,5.25,0.036,0.6818333333333334,0.61975,0.50125,0.5816666666666667,15.25,0.5190833333333333,0.34833333333333333,15.083333333333334,0.3259166666666667,0.4638333333333333,0.8525,18.0,10.0
Juan Pablo Brzezicki,0.867,0.0,2.0,0.021,3.0,0.032,0.574,0.685,0.675,0.6809999999999999,6.0,0.667,0.237,1.0,0.0,0.46,0.74,1.0,94.0
Juan Pablo Guzman,0.7859999999999999,0.0,8.0,0.084,4.0,0.042,0.5579999999999999,0.755,0.429,0.611,8.0,0.625,0.258,7.0,0.0,0.436,0.66,1.0,
Juan Pablo Varillas,0.625,0.188,16.0,0.08,6.0,0.03,0.575,0.643,0.48200000000000004,0.575,20.0,0.4,0.36200000000000004,21.0,0.28600000000000003,0.467,0.85,2.0,60.0
Julian Knowle,0.4,0.0,1.0,0.034,3.0,0.10300000000000001,0.69,0.45,0.33299999999999996,0.414,5.0,0.4,0.2,0.0,0.0,0.315,0.34,1.0,86.0
Julien Benneteau,0.7117857142857142,0.21407142857142855,15.357142857142858,0.06857142857142857,10.5,0.05657142857142857,0.6232142857142857,0.6793571428571428,0.45685714285714285,0.5940000000000001,21.285714285714285,0.6227142857142857,0.36907142857142855,15.5,0.399,0.4838571428571429,0.9264285714285715,24.0,25.0
Julien Boutter,0.6995,0.137,19.5,0.151,9.5,0.08199999999999999,0.56575,0.724,0.4875,0.6185,10.25,0.41875,0.3335,9.75,0.225,0.47025,0.89,5.0,46.0
Julio Silva,0.5379999999999999,0.14300000000000002,6.0,0.078,5.0,0.065,0.584,0.489,0.5,0.494,9.0,0.33299999999999996,0.293,2.0,1.0,0.39,0.58,1.0,
Juncheng Shang,0.754,0.23,13.0,0.034,15.0,0.039,0.584,0.72,0.506,0.631,39.0,0.615,0.39299999999999996,49.0,0.28600000000000003,0.507,1.07,3.0,47.0
Jurgen Melzer,0.7286428571428571,0.21935714285714283,16.071428571428573,0.06078571428571428,9.285714285714286,0.03842857142857143,0.6224999999999999,0.6787142857142857,0.4574285714285714,0.5928571428571429,21.642857142857142,0.5870714285714286,0.3678571428571429,21.785714285714285,0.37292857142857144,0.48228571428571426,0.9157142857142857,27.0,8.0
Jurgen Zopp,0.6965,0.21900000000000003,9.5,0.054,7.5,0.0485,0.508,0.6985,0.4545,0.5785,15.5,0.5165,0.3435,11.0,0.5085,0.46799999999999997,0.815,3.0,71.0
Justin Gimelstob,0.6947142857142857,0.12842857142857142,17.142857142857142,0.10328571428571429,12.428571428571429,0.08085714285714286,0.5355714285714286,0.7351428571428571,0.44342857142857145,0.5972857142857143,13.285714285714286,0.4172857142857143,0.3152857142857143,10.857142857142858,0.30914285714285716,0.45914285714285713,0.7828571428571429,11.0,63.0
Kamil Majchrzak,0.71425,0.09225,14.0,0.0795,8.25,0.044000000000000004,0.5325,0.70625,0.5,0.6055,15.25,0.529,0.3125,12.25,0.27875,0.45575,0.81,6.0,75.0
Karen Khachanov,0.775888888888889,0.19344444444444445,27.88888888888889,0.09822222222222222,10.0,0.046000000000000006,0.5791111111111111,0.7378888888888889,0.521,0.6454444444444444,18.22222222222222,0.5391111111111111,0.3602222222222222,24.333333333333332,0.383,0.49644444444444447,1.0544444444444445,19.0,8.0
Karim Alami,0.7315,0.119,9.5,0.05,8.5,0.046,0.627,0.6935,0.4365,0.5974999999999999,17.0,0.607,0.345,13.0,0.24300000000000002,0.46699999999999997,0.86,3.0,25.0
Karol Beck,0.6465,0.23116666666666666,14.166666666666666,0.07066666666666667,10.5,0.08133333333333333,0.5223333333333333,0.6815000000000001,0.4346666666666667,0.5638333333333333,16.0,0.476,0.3778333333333333,19.0,0.2725,0.4751666666666667,0.9,9.0,36.0
Karol Kucera,0.72,0.2566,17.0,0.0758,13.4,0.057999999999999996,0.5736000000000001,0.6774,0.5016,0.6006,25.4,0.5626,0.3886,24.8,0.38180000000000003,0.4928,0.968,10.0,6.0
Kei Nishikori,0.7582727272727272,0.2427272727272727,13.909090909090908,0.037909090909090906,15.454545454545455,0.052090909090909084,0.5916363636363636,0.6917272727272727,0.5192727272727272,0.6194545454545455,30.636363636363637,0.5742727272727273,0.3817272727272727,38.90909090909091,0.38227272727272726,0.49927272727272726,1.0254545454545456,38.0,4.0
Kenneth Carlsen,0.8034000000000001,0.1472,21.6,0.10640000000000001,8.2,0.047200000000000006,0.5559999999999999,0.7358,0.5046,0.6348,13.0,0.5970000000000001,0.3416,12.6,0.3114,0.49000000000000005,0.938,7.0,41.0
Kenny De Schepper,0.682,0.061,10.0,0.07050000000000001,10.5,0.1015,0.5945,0.6545,0.46799999999999997,0.579,11.0,0.591,0.234,1.5,0.75,0.4215,0.575,2.0,62.0
Kevin Anderson,0.8728181818181817,0.15381818181818183,53.36363636363637,0.14836363636363636,12.727272727272727,0.03809090909090909,0.6374545454545454,0.7614545454545454,0.547,0.6829090909090909,20.454545454545453,0.6484545454545455,0.3317272727272727,24.272727272727273,0.33845454545454545,0.5075454545454545,1.0563636363636364,34.0,5.0
Kevin Kim,0.67675,0.175,7.25,0.05025,5.5,0.0415,0.571,0.6812499999999999,0.4885,0.599,11.5,0.38275000000000003,0.36,11.75,0.32625000000000004,0.47625,0.9075,5.0,63.0
Kj Hippensteel,0.5379999999999999,0.14300000000000002,2.0,0.023,6.0,0.069,0.655,0.561,0.433,0.517,10.0,0.4,0.322,5.0,0.4,0.42,0.67,1.0,
Konstantin Kravchuk,0.5710000000000001,0.2,10.0,0.09300000000000001,3.0,0.027999999999999997,0.5329999999999999,0.596,0.48,0.542,11.0,0.455,0.33899999999999997,11.0,0.273,0.43799999999999994,0.74,1.0,78.0
Kristian Pless,0.7826,0.19260000000000002,17.6,0.09040000000000001,8.8,0.044,0.6298,0.7304,0.48760000000000003,0.6428,14.0,0.4718,0.3508,15.8,0.418,0.49219999999999997,0.984,9.0,65.0
Kristof Vliegen,0.6866000000000001,0.11539999999999999,9.0,0.0858,2.8,0.0278,0.577,0.6872,0.462,0.594,8.4,0.3482,0.3202,6.8,0.2968,0.45220000000000005,0.806,5.0,30.0
Kyle Edmund,0.7381666666666667,0.20450000000000002,13.333333333333334,0.0605,7.666666666666667,0.03766666666666667,0.5683333333333334,0.6981666666666667,0.4785,0.6,20.333333333333332,0.6076666666666667,0.3578333333333333,20.0,0.3505,0.48183333333333334,0.9083333333333333,12.0,14.0
Kyrian Jacquet,0.5710000000000001,0.077,1.0,0.011000000000000001,2.0,0.022000000000000002,0.674,0.5329999999999999,0.483,0.517,16.0,0.625,0.313,6.0,0.16699999999999998,0.42,0.65,1.0,151.0
Lars Burgsmuller,0.6514,0.1428,7.2,0.04340000000000001,6.2,0.0496,0.5242,0.6592,0.4828,0.5728,12.8,0.458,0.352,10.6,0.3324,0.4582,0.8380000000000001,6.0,65.0
Laslo Djere,0.7539999999999999,0.19657142857142856,17.142857142857142,0.09328571428571429,9.428571428571429,0.055285714285714285,0.5697142857142856,0.718,0.4611428571428572,0.6072857142857142,15.857142857142858,0.5982857142857142,0.3574285714285714,16.714285714285715,0.4374285714285714,0.48328571428571426,0.9271428571428572,11.0,27.0
Laurent Recouderc,0.667,0.111,5.0,0.042,6.0,0.05,0.6,0.6809999999999999,0.396,0.5670000000000001,14.0,0.5710000000000001,0.301,6.0,0.33299999999999996,0.444,0.69,1.0,124.0
Learner Tien,0.5546666666666666,0.14933333333333335,3.6666666666666665,0.03266666666666667,5.0,0.045000000000000005,0.6193333333333334,0.5816666666666667,0.4223333333333333,0.5249999999999999,18.666666666666668,0.604,0.3376666666666666,6.333333333333333,0.393,0.4363333333333333,0.7133333333333334,3.0,66.0
Leonardo Mayer,0.7293000000000001,0.1588,15.6,0.0739,10.5,0.066,0.5793,0.687,0.49160000000000004,0.6045,18.1,0.5463,0.33340000000000003,15.1,0.3017,0.471,0.868,18.0,21.0
Levar Harper Griffith,0.5710000000000001,0.077,1.0,0.011000000000000001,6.0,0.065,0.505,0.66,0.413,0.5379999999999999,14.0,0.5710000000000001,0.309,9.0,0.111,0.431,0.67,1.0,
Li Tu,0.588,0.11800000000000001,2.0,0.017,6.0,0.05,0.5539999999999999,0.597,0.426,0.521,19.0,0.632,0.256,6.0,0.33299999999999996,0.408,0.53,1.0,168.0
Lleyton Hewitt,0.7936428571428572,0.29557142857142854,37.42857142857143,0.08378571428571428,20.785714285714285,0.05078571428571428,0.5246428571428571,0.7438571428571429,0.5211428571428571,0.6384285714285715,32.857142857142854,0.6157857142857143,0.41150000000000003,49.0,0.43157142857142855,0.5224285714285715,1.1585714285714286,58.0,1.0
Lloyd Harris,0.7706000000000001,0.1532,36.2,0.141,8.6,0.045200000000000004,0.6546000000000001,0.7454,0.404,0.6282,18.8,0.6602,0.3412,20.8,0.3122,0.484,0.95,11.0,31.0
Lorenzo Musetti,0.783,0.21525,16.5,0.058750000000000004,14.5,0.053500000000000006,0.589,0.70225,0.532,0.6305000000000001,24.25,0.5607500000000001,0.3715,24.75,0.42525,0.501,1.0125000000000002,9.0,11.0
Lorenzo Sonego,0.745,0.17985714285714285,14.142857142857142,0.08614285714285715,4.857142857142857,0.032285714285714286,0.6377142857142858,0.705,0.4747142857142857,0.6231428571428571,12.428571428571429,0.4818571428571429,0.3537142857142857,11.428571428571429,0.40499999999999997,0.4857142857142857,0.9414285714285714,10.0,21.0
Louk Sorensen,0.7140000000000001,0.077,6.0,0.071,1.0,0.012,0.647,0.636,0.5670000000000001,0.612,11.0,0.636,0.32899999999999996,5.0,0.2,0.47100000000000003,0.85,1.0,175.0
Luca Nardi,0.667,0.278,5.0,0.04,11.0,0.08900000000000001,0.524,0.6920000000000001,0.424,0.565,11.0,0.455,0.397,14.0,0.35700000000000004,0.47700000000000004,0.91,1.0,67.0
Luca Van Assche,0.8,0.105,6.0,0.043,5.0,0.036000000000000004,0.619,0.6859999999999999,0.415,0.583,13.0,0.6920000000000001,0.317,6.0,0.33299999999999996,0.45899999999999996,0.76,1.0,63.0
Lucas Pouille,0.7648333333333334,0.20066666666666666,33.833333333333336,0.09216666666666667,19.666666666666668,0.05449999999999999,0.5155,0.7315,0.5008333333333334,0.6181666666666666,30.5,0.623,0.35666666666666663,29.666666666666668,0.399,0.4921666666666667,0.9433333333333334,16.0,10.0
Luciano Darderi,0.65,0.15,10.0,0.07200000000000001,9.0,0.065,0.5,0.638,0.507,0.5720000000000001,17.0,0.588,0.38299999999999995,15.0,0.2,0.474,0.89,1.0,32.0
Luis Horna,0.7328571428571429,0.13271428571428573,10.285714285714286,0.06385714285714286,8.142857142857142,0.05285714285714286,0.6377142857142858,0.6947142857142857,0.4482857142857143,0.606,12.428571428571429,0.5258571428571429,0.3162857142857143,8.571428571428571,0.3457142857142857,0.4675714285714286,0.8157142857142857,9.0,33.0
Lukas Dlouhy,0.643,0.133,6.0,0.062,8.0,0.08199999999999999,0.691,0.657,0.3,0.546,11.0,0.545,0.35600000000000004,5.0,0.4,0.455,0.78,1.0,73.0
Lukas Lacko,0.5984444444444444,0.11133333333333334,5.777777777777778,0.05233333333333333,4.555555555555555,0.04466666666666667,0.5718888888888889,0.6417777777777778,0.4385555555555556,0.5522222222222222,11.444444444444445,0.4567777777777777,0.3131111111111111,6.333333333333333,0.29833333333333334,0.43822222222222224,0.7022222222222223,9.0,44.0
Lukas Rosol,0.5766666666666667,0.07833333333333332,8.0,0.065,7.666666666666667,0.07333333333333333,0.5285,0.6749999999999999,0.38483333333333336,0.5373333333333333,16.0,0.6046666666666667,0.3016666666666667,5.833333333333333,0.16033333333333336,0.4286666666666667,0.665,7.0,26.0
Lukasz Kubot,0.65775,0.15825,6.25,0.042749999999999996,9.25,0.06925,0.556,0.6407499999999999,0.46950000000000003,0.5575,15.5,0.46625,0.3185,11.0,0.3395,0.4465,0.725,6.0,41.0
Mackenzie Mcdonald,0.7174285714285714,0.20457142857142857,11.571428571428571,0.0652857142857143,6.285714285714286,0.041428571428571426,0.6151428571428571,0.6515714285714286,0.499,0.5927142857142857,18.142857142857142,0.5927142857142857,0.36528571428571427,15.142857142857142,0.3854285714285714,0.48014285714285715,0.9014285714285715,9.0,37.0
Magnus Gustafsson,0.5189999999999999,0.1,3.0,0.033499999999999995,4.0,0.0445,0.605,0.5690000000000001,0.4245,0.5105,12.5,0.4775,0.28300000000000003,3.5,0.3,0.40700000000000003,0.575,2.0,10.0
Magnus Larsson,0.7829999999999999,0.13,11.0,0.08,5.0,0.036000000000000004,0.62,0.765,0.462,0.65,6.0,0.16699999999999998,0.327,13.0,0.231,0.479,0.93,1.0,10.0
Magnus Norman,0.7280000000000001,0.20133333333333334,17.666666666666668,0.076,12.0,0.05033333333333334,0.604,0.6880000000000001,0.474,0.6013333333333333,24.0,0.6230000000000001,0.36199999999999993,25.0,0.367,0.48733333333333334,0.9133333333333334,6.0,2.0
Maks Kasnikowski,0.667,0.20800000000000002,6.0,0.036000000000000004,5.0,0.03,0.588,0.619,0.456,0.552,16.0,0.5,0.359,9.0,0.556,0.45899999999999996,0.8,1.0,168.0
Malek Jaziri,0.6368333333333334,0.146,7.833333333333333,0.049666666666666665,9.333333333333334,0.06883333333333334,0.4843333333333333,0.6913333333333332,0.4346666666666667,0.5631666666666667,16.166666666666668,0.5083333333333333,0.3155,11.166666666666666,0.3085,0.44383333333333336,0.735,8.0,42.0
Marat Safin,0.8195,0.184,43.25,0.12087500000000001,11.375,0.035625000000000004,0.5375,0.762625,0.5258750000000001,0.653,22.375,0.5895,0.361375,32.5,0.36124999999999996,0.5025000000000001,1.05125,25.0,1.0
Marc Andrea Huesler,0.7935,0.14800000000000002,12.0,0.0895,7.0,0.051000000000000004,0.63,0.7485,0.486,0.6499999999999999,11.0,0.5469999999999999,0.318,7.5,0.47300000000000003,0.484,0.925,2.0,47.0
Marc Gicquel,0.7516666666666666,0.15616666666666665,13.5,0.058499999999999996,6.0,0.04066666666666666,0.5299999999999999,0.7320000000000001,0.47933333333333333,0.6116666666666667,13.5,0.5631666666666667,0.3213333333333333,13.833333333333334,0.5106666666666667,0.47300000000000003,0.8433333333333333,10.0,37.0
Marc Polmans,0.68,0.24,4.0,0.025,12.0,0.075,0.665,0.617,0.48100000000000004,0.5710000000000001,19.0,0.579,0.382,13.0,0.462,0.478,0.89,1.0,116.0
Marc Rosset,0.7859999999999999,0.08866666666666667,21.333333333333332,0.16766666666666666,15.333333333333334,0.12133333333333333,0.589,0.7680000000000001,0.43566666666666665,0.6313333333333333,9.666666666666666,0.573,0.2916666666666667,8.666666666666666,0.161,0.4653333333333333,0.8033333333333333,4.0,9.0
Marcel Granollers,0.7147272727272728,0.19272727272727275,12.818181818181818,0.06236363636363637,8.363636363636363,0.04645454545454546,0.5667272727272727,0.6963636363636364,0.4834545454545454,0.6025454545454546,20.545454545454547,0.5548181818181818,0.34700000000000003,16.181818181818183,0.4487272727272727,0.47754545454545455,0.8863636363636364,23.0,19.0
Marcelo Rios,0.8083333333333332,0.25666666666666665,25.0,0.078,16.333333333333332,0.050666666666666665,0.5806666666666667,0.722,0.518,0.6366666666666666,30.0,0.6776666666666666,0.39133333333333337,27.333333333333332,0.4626666666666667,0.513,1.0766666666666667,9.0,1.0
Marco Cecchinato,0.7200000000000001,0.11583333333333333,10.166666666666666,0.07916666666666666,6.5,0.05883333333333333,0.6121666666666666,0.6603333333333333,0.4808333333333334,0.5926666666666667,9.166666666666666,0.5173333333333333,0.3175,8.833333333333334,0.38766666666666666,0.453,0.8083333333333332,6.0,16.0
Marco Chiudinelli,0.7898,0.242,14.6,0.05620000000000001,7.2,0.028200000000000003,0.5764,0.7168,0.5267999999999999,0.6357999999999999,21.6,0.5860000000000001,0.3598,20.2,0.5204,0.5022,0.99,11.0,52.0
Marco Trungelliti,0.5765,0.0955,14.5,0.074,10.5,0.0745,0.521,0.68,0.3385,0.5075,13.5,0.48950000000000005,0.3135,11.0,0.2045,0.4115,0.7,3.0,112.0
Marcos Baghdatis,0.7584615384615384,0.17292307692307693,18.076923076923077,0.08769230769230771,9.615384615384615,0.056846153846153845,0.4820769230769231,0.7725384615384615,0.48853846153846153,0.6252307692307693,15.615384615384615,0.5156923076923077,0.34192307692307694,14.846153846153847,0.3554615384615385,0.48446153846153844,0.9230769230769231,22.0,8.0
Marcos Daniel,0.6509999999999999,0.06066666666666667,5.666666666666667,0.05866666666666667,3.0,0.030666666666666665,0.522,0.6693333333333333,0.4876666666666667,0.5773333333333333,12.333333333333334,0.524,0.26366666666666666,4.0,0.13333333333333333,0.4326666666666667,0.6333333333333333,3.0,56.0
Marcos Giron,0.764,0.13271428571428573,10.0,0.07042857142857142,5.428571428571429,0.04114285714285714,0.6107142857142858,0.7025714285714286,0.45442857142857146,0.6101428571428571,12.857142857142858,0.5798571428571428,0.316,11.571428571428571,0.27214285714285713,0.4654285714285714,0.8157142857142857,9.0,37.0
Mardy Fish,0.8328461538461538,0.2226923076923077,31.692307692307693,0.11515384615384615,10.307692307692308,0.039,0.533076923076923,0.7705384615384615,0.5383076923076924,0.662,18.692307692307693,0.5960769230769231,0.3744615384615385,25.46153846153846,0.38869230769230767,0.5143846153846154,1.1146153846153846,32.0,7.0
Mariano Navone,0.667,0.3,7.0,0.034,7.0,0.034,0.551,0.649,0.441,0.556,23.0,0.565,0.387,21.0,0.429,0.475,0.87,2.0,29.0
Mariano Puerta,0.6920000000000001,0.10766666666666667,7.666666666666667,0.041,5.666666666666667,0.035333333333333335,0.5766666666666667,0.6623333333333333,0.5083333333333333,0.592,19.0,0.6543333333333333,0.29433333333333334,9.0,0.2776666666666667,0.44766666666666666,0.7466666666666667,4.0,9.0
Mariano Zabaleta,0.7227142857142858,0.104,10.142857142857142,0.05742857142857143,9.571428571428571,0.06371428571428571,0.5747142857142856,0.6728571428571428,0.5064285714285715,0.6021428571428571,16.571428571428573,0.6050000000000001,0.3037142857142857,14.714285714285714,0.21785714285714283,0.45871428571428574,0.7857142857142857,11.0,21.0
Marin Cilic,0.8153571428571429,0.25735714285714284,52.714285714285715,0.11950000000000001,22.071428571428573,0.05164285714285714,0.5435,0.7688571428571428,0.5115714285714286,0.6527857142857142,31.071428571428573,0.5933571428571429,0.39271428571428574,43.57142857142857,0.40614285714285714,0.5212857142857142,1.1385714285714286,54.0,3.0
Marinko Matosevic,0.673,0.09924999999999999,4.25,0.02975,2.5,0.0395,0.63375,0.55275,0.541,0.54525,12.75,0.5037499999999999,0.33725,6.0,0.27749999999999997,0.45025,0.7375,4.0,39.0
Mario Ancic,0.73675,0.21525,18.0,0.13025,4.75,0.03375,0.56,0.7362500000000001,0.4345,0.605,11.0,0.37549999999999994,0.36650000000000005,16.0,0.36475,0.48125,0.94,5.0,7.0
Marius Copil,0.6503333333333333,0.11333333333333333,10.666666666666666,0.07666666666666667,7.333333333333333,0.05266666666666667,0.49699999999999994,0.7113333333333335,0.4223333333333333,0.5653333333333334,13.333333333333334,0.461,0.31033333333333335,10.333333333333334,0.18499999999999997,0.447,0.7133333333333334,4.0,56.0
Mark Philippoussis,0.7886666666666667,0.1485,28.0,0.16366666666666665,11.5,0.06766666666666667,0.5438333333333333,0.7923333333333332,0.4295,0.626,11.833333333333334,0.49866666666666665,0.3176666666666667,13.333333333333334,0.2821666666666667,0.47583333333333333,0.8633333333333333,9.0,8.0
Markus Hantschk,0.609,0.20800000000000002,7.0,0.042,3.0,0.018000000000000002,0.569,0.611,0.444,0.539,19.0,0.526,0.395,13.0,0.385,0.47100000000000003,0.86,1.0,71.0
Markus Hipfl,0.639,0.0905,6.5,0.0615,5.5,0.043,0.5740000000000001,0.7085,0.371,0.5665,14.5,0.5660000000000001,0.3235,9.5,0.1715,0.4495,0.75,2.0,63.0
Marsel Ilhan,0.7573333333333334,0.2253333333333333,15.333333333333334,0.075,4.666666666666667,0.02466666666666667,0.629,0.6993333333333333,0.4673333333333333,0.6113333333333334,16.0,0.5166666666666667,0.3453333333333333,14.333333333333334,0.5359999999999999,0.48466666666666663,0.89,6.0,77.0
Martin Damm Sr,0.8455,0.029500000000000002,14.0,0.12300000000000001,8.5,0.0695,0.5065,0.7875,0.4585,0.6245,9.5,0.732,0.22349999999999998,4.0,0.125,0.4415,0.6000000000000001,2.0,42.0
Martin Klizan,0.5607142857142857,0.152,11.571428571428571,0.063,11.571428571428571,0.08471428571428571,0.5144285714285715,0.6195714285714286,0.4272857142857143,0.5268571428571429,17.571428571428573,0.5071428571428571,0.34900000000000003,16.714285714285715,0.32771428571428574,0.438,0.7885714285714286,12.0,24.0
Martin Lee,0.7390000000000001,0.25,17.0,0.107,5.0,0.031,0.629,0.67,0.441,0.585,19.0,0.684,0.36200000000000004,19.0,0.316,0.47600000000000003,0.87,1.0,94.0
Martin Vassallo Arguello,0.524,0.04933333333333333,3.3333333333333335,0.07533333333333334,2.6666666666666665,0.03966666666666666,0.7603333333333332,0.5763333333333334,0.20933333333333334,0.5013333333333333,7.333333333333333,0.3193333333333333,0.22599999999999998,1.3333333333333333,0.4443333333333333,0.36066666666666664,0.4566666666666667,3.0,47.0
Martin Verkerk,0.8165,0.07600000000000001,37.5,0.192,13.5,0.07300000000000001,0.5415000000000001,0.821,0.435,0.644,10.0,0.4065,0.262,6.0,0.45,0.4535,0.77,3.0,14.0
Marton Fucsovics,0.7464444444444445,0.18433333333333335,11.777777777777779,0.06477777777777777,10.11111111111111,0.06055555555555556,0.5364444444444445,0.6893333333333334,0.511,0.6082222222222222,15.0,0.5624444444444445,0.3632222222222222,14.88888888888889,0.3858888888888889,0.4856666666666667,0.9433333333333334,13.0,31.0
Matias Boeker,0.7140000000000001,0.067,7.0,0.08800000000000001,4.0,0.05,0.575,0.7170000000000001,0.5,0.625,6.0,0.33299999999999996,0.324,10.0,0.1,0.452,0.86,1.0,
Matteo Arnaldi,0.8465,0.2535,24.0,0.0755,14.0,0.046,0.6055,0.744,0.49,0.6385000000000001,22.0,0.641,0.3795,21.5,0.5825,0.5145,1.05,7.0,29.0
Matteo Berrettini,0.8547142857142856,0.17242857142857143,50.0,0.128,11.142857142857142,0.02985714285714286,0.6077142857142857,0.7638571428571428,0.509,0.6637142857142857,28.285714285714285,0.7060000000000001,0.3484285714285714,29.285714285714285,0.3918571428571429,0.5051428571428571,1.0557142857142858,25.0,6.0
Matthew Ebden,0.7050000000000001,0.16799999999999998,13.75,0.0595,17.25,0.08549999999999999,0.53825,0.7155,0.4165,0.5775,21.5,0.5725,0.3275,14.5,0.29300000000000004,0.46025,0.7825,7.0,39.0
Matthew Forbes,0.667,0.133,5.0,0.045,7.0,0.063,0.652,0.616,0.385,0.536,14.0,0.643,0.33,11.0,0.182,0.43700000000000006,0.71,1.0,
