Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R32,22,(22)Lleyton Hewitt[AUS] [yr|ev],d.,31,Marcos Baghdatis[CYP] [yr|ev],6-0 4-2 RET,2.71,3.2%,54.8%,76.5%,78.6%,0/0,13.9%,47.2%,64.7%,15.8%,4/8,0:54,1
R32,9,(9)Fernando Verdasco[ESP] [yr|ev],d.,134,(Q)Stefan Koubek[AUT] [yr|ev],6-1 RET,2.82,0.0%,56.3%,100.0%,42.9%,0/0,0.0%,41.2%,28.6%,30.0%,0/3,0:23,7
R32,6,(6)Nikolay Davydenko[RUS] [yr|ev],d.,33,(30)Juan Monaco[ARG] [yr|ev],6-0 6-3 6-4,1.61,8.0%,70.7%,71.7%,59.1%,1/2,0.0%,67.1%,46.8%,52.2%,4/10,1:49,3
R32,3,(3)Novak Djokovic[SRB] [yr|ev],d.,103,Denis Istomin[UZB] [yr|ev],6-1 6-1 6-2,1.73,3.8%,60.3%,72.3%,45.2%,7/9,5.0%,55.0%,39.4%,25.9%,5/14,1:37,1
R32,86,Lukasz Kubot[POL] [yr|ev],d.,20,(20)Mikhail Youzhny[RUS] [yr|ev],W/O,,,,,,,,,,,,,41
R32,10,(10)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,17,(18)Tommy Haas[GER] [yr|ev],6-4 3-6 6-1 7-5,1.25,18.5%,66.7%,77.8%,55.6%,2/4,8.3%,68.5%,66.2%,55.9%,6/11,2:28,5
R32,25,(26)Nicolas Almagro[ESP] [yr|ev],d.,77,Alejandro Falla[COL] [yr|ev],6-4 6-3 6-4,1.53,11.2%,55.1%,87.8%,52.5%,3/4,3.1%,50.0%,63.3%,51.0%,6/10,2:03,9
R32,7,(7)Andy Roddick[USA] [yr|ev],d.,46,Feliciano Lopez[ESP] [yr|ev],6-7(4) 6-4 6-4 7-6(3),1.53,22.5%,73.6%,80.0%,67.6%,4/5,17.5%,58.4%,73.2%,52.2%,14/17,3:32,1
R32,11,(11)Fernando Gonzalez[CHI] [yr|ev],d.,53,Evgeny Korolev[KAZ] [yr|ev],6-7(5) 6-3 1-6 6-3 6-4,0.99,11.3%,56.6%,81.1%,49.3%,6/9,11.0%,60.0%,78.2%,51.7%,7/11,3:22,5
R32,14,(14)Marin Cilic[CRO] [yr|ev],d.,19,(19)Stan Wawrinka[SUI] [yr|ev],4-6 6-4 6-3 6-3,1.25,8.7%,59.1%,80.9%,51.1%,5/7,7.8%,53.9%,75.4%,44.1%,5/10,3:20,3
R32,5,(4)Juan Martin del Potro[ARG] [yr|ev],d.,60,Florian Mayer[GER] [yr|ev],6-3 0-6 6-4 7-5,0.99,8.9%,58.5%,70.8%,45.1%,5/10,4.5%,67.0%,64.0%,54.1%,9/14,2:34,3
R32,4,(5)Andy Murray[GBR] [yr|ev],d.,64,Florent Serra[FRA] [yr|ev],7-5 6-1 6-4,1.65,18.4%,56.6%,79.1%,57.6%,0/3,5.1%,71.4%,51.4%,46.4%,9/16,1:52,1
R32,28,(33)John Isner[USA] [yr|ev],d.,12,(12)Gael Monfils[FRA] [yr|ev],6-1 4-6 7-6(4) 7-6(5),1.26,19.8%,66.4%,79.3%,54.5%,4/7,9.5%,60.3%,71.1%,52.0%,1/5,2:48,8
R32,39,Ivo Karlovic[CRO] [yr|ev],d.,24,(24)Ivan Ljubicic[CRO] [yr|ev],6-3 3-6 6-3 7-6(7),1.39,28.9%,69.3%,86.1%,51.4%,6/7,11.1%,63.0%,75.3%,50.0%,8/10,3:01,14
R32,2,(2)Rafael Nadal[ESP] [yr|ev],d.,26,(27)Philipp Kohlschreiber[GER] [yr|ev],6-4 6-2 2-6 7-5,1.06,4.3%,60.9%,69.0%,51.9%,12/15,8.6%,60.9%,67.9%,48.0%,7/12,3:30,1
R64,1,(1)Roger Federer[SUI] [yr|ev],d.,47,Victor Hanescu[ROU] [yr|ev],6-2 6-3 6-2,1.91,11.0%,68.5%,82.0%,60.9%,5/5,3.4%,70.1%,55.7%,46.2%,6/11,1:39,1
R64,32,(31)Albert Montanes[ESP] [yr|ev],d.,104,Stephane Robert[FRA] [yr|ev],4-6 6-7(3) 6-2 6-3 6-2,1.21,8.2%,67.7%,70.1%,45.1%,6/10,1.8%,59.0%,59.2%,47.1%,10/19,3:21,22
R64,22,(22)Lleyton Hewitt[AUS] [yr|ev],d.,195,(Q)Donald Young[USA] [yr|ev],7-6(3) 6-4 6-1,1.38,7.3%,58.3%,67.9%,62.5%,6/9,8.5%,61.0%,66.0%,31.3%,6/12,2:00,1
R64,31,Marcos Baghdatis[CYP] [yr|ev],d.,18,(17)David Ferrer[ESP] [yr|ev],4-6 3-6 7-6(4) 6-3 6-1,1.19,8.5%,56.3%,75.0%,53.2%,5/9,0.6%,65.2%,62.9%,51.6%,11/17,4:09,8
R64,9,(9)Fernando Verdasco[ESP] [yr|ev],d.,209,(Q)Ivan Sergeyev[UKR] [yr|ev],6-1 6-2 6-2,1.63,7.4%,69.1%,73.2%,44.0%,4/5,0.0%,40.5%,52.9%,34.0%,10/18,1:49,7
R64,134,(Q)Stefan Koubek[AUT] [yr|ev],d.,185,(Q)Ivan Dodig[CRO] [yr|ev],7-6(4) 6-1 6-2,1.60,10.8%,65.1%,81.5%,55.2%,3/4,9.5%,53.7%,60.8%,50.0%,5/10,2:16,20
R64,33,(30)Juan Monaco[ARG] [yr|ev],d.,72,Michael Llodra[FRA] [yr|ev],3-6 3-6 7-6(5) 6-1 6-3,1.13,3.4%,67.6%,62.2%,57.4%,8/15,4.2%,56.9%,63.4%,45.2%,10/18,3:26,10
R64,6,(6)Nikolay Davydenko[RUS] [yr|ev],d.,119,(Q)Illya Marchenko[UKR] [yr|ev],6-3 6-3 6-0,1.80,12.0%,74.7%,78.6%,47.4%,6/7,1.4%,54.3%,60.5%,31.3%,4/11,1:49,3
R64,3,(3)Novak Djokovic[SRB] [yr|ev],d.,58,Marco Chiudinelli[SUI] [yr|ev],3-6 6-1 6-1 6-3,1.20,9.6%,63.2%,74.7%,32.6%,14/17,2.9%,55.9%,57.9%,42.2%,10/18,2:58,1
R64,103,Denis Istomin[UZB] [yr|ev],d.,66,Michael Berrer[GER] [yr|ev],7-5 6-3 6-4,1.38,10.2%,67.0%,74.6%,55.2%,0/2,4.7%,65.4%,55.7%,56.8%,4/10,2:21,33
R64,20,(20)Mikhail Youzhny[RUS] [yr|ev],d.,92,Jan Hajek[CZE] [yr|ev],6-2 6-1 6-1,2.29,8.3%,60.0%,91.7%,50.0%,0/0,0.0%,68.6%,45.8%,36.4%,4/10,1:31,8
R64,86,Lukasz Kubot[POL] [yr|ev],d.,114,Santiago Giraldo[COL] [yr|ev],6-4 3-6 6-3 6-1,1.35,14.9%,65.8%,74.7%,48.7%,8/11,1.5%,70.5%,60.2%,38.5%,10/17,2:43,41
R64,10,(10)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,79,Taylor Dent[USA] [yr|ev],6-4 6-3 6-3,1.72,16.4%,57.5%,85.7%,61.3%,0/1,7.1%,47.1%,70.0%,46.7%,6/11,1:41,5
R64,17,(18)Tommy Haas[GER] [yr|ev],d.,36,Janko Tipsarevic[SRB] [yr|ev],4-6 6-4 6-3 1-6 6-3,0.97,10.1%,56.0%,71.9%,44.3%,11/16,11.2%,52.8%,69.7%,50.8%,2/8,3:20,2
R64,25,(26)Nicolas Almagro[ESP] [yr|ev],d.,38,Benjamin Becker[GER] [yr|ev],6-4 6-2 3-6 4-6 6-3,1.25,13.7%,58.1%,75.0%,71.2%,0/2,10.6%,52.3%,75.4%,57.1%,3/7,2:57,9
R64,77,Alejandro Falla[COL] [yr|ev],d.,113,Marcel Granollers[ESP] [yr|ev],6-4 6-1 6-3,1.42,2.6%,60.5%,73.9%,43.3%,2/5,3.1%,68.8%,54.5%,26.7%,10/18,1:53,50
R64,7,(7)Andy Roddick[USA] [yr|ev],d.,35,Thomaz Bellucci[BRA] [yr|ev],6-3 6-4 6-4,1.84,13.9%,78.5%,79.0%,70.6%,4/5,8.0%,61.0%,63.9%,48.7%,6/10,2:12,1
R64,46,Feliciano Lopez[ESP] [yr|ev],d.,107,Rainer Schuettler[GER] [yr|ev],6-3 2-6 6-3 6-2,1.13,8.3%,49.2%,71.2%,57.4%,7/9,3.0%,63.6%,68.3%,44.4%,5/10,2:40,12
R64,53,Evgeny Korolev[KAZ] [yr|ev],d.,21,(21)Tomas Berdych[CZE] [yr|ev],6-4 6-4 7-5,1.24,4.2%,58.9%,75.0%,41.0%,4/8,4.2%,50.5%,60.4%,42.6%,5/12,2:21,46
R64,11,(11)Fernando Gonzalez[CHI] [yr|ev],d.,154,(LL)Marsel Ilhan[TUR] [yr|ev],6-3 6-4 7-5,1.46,12.5%,66.7%,85.9%,43.8%,2/3,4.2%,80.0%,59.2%,57.9%,5/9,1:52,5
R64,14,(14)Marin Cilic[CRO] [yr|ev],d.,289,(WC)Bernard Tomic[AUS] [yr|ev],6-7(6) 6-3 4-6 6-2 6-4,1.28,16.0%,50.6%,74.7%,58.4%,8/13,2.1%,67.4%,64.1%,43.5%,8/16,3:48,3
R64,19,(19)Stan Wawrinka[SUI] [yr|ev],d.,100,Igor Kunitsyn[RUS] [yr|ev],6-3 6-2 6-2,1.31,12.9%,52.7%,87.8%,40.9%,3/3,2.9%,72.5%,58.0%,47.4%,2/7,1:51,3
R64,60,Florian Mayer[GER] [yr|ev],d.,30,(29)Viktor Troicki[SRB] [yr|ev],4-6 6-4 7-6(2) 6-1,1.17,4.8%,66.4%,72.3%,61.9%,4/6,22.0%,61.0%,76.4%,43.5%,6/11,2:44,18
R64,5,(4)Juan Martin del Potro[ARG] [yr|ev],d.,45,James Blake[USA] [yr|ev],6-4 6-7(3) 5-7 6-3 10-8,1.08,10.1%,58.0%,78.9%,43.0%,5/10,7.4%,62.2%,68.9%,47.6%,15/22,4:17,3
R64,4,(5)Andy Murray[GBR] [yr|ev],d.,57,Marc Gicquel[FRA] [yr|ev],6-1 6-4 6-3,1.42,11.9%,56.0%,72.3%,56.8%,6/7,1.1%,57.6%,60.4%,38.5%,6/12,1:50,1
R64,64,Florent Serra[FRA] [yr|ev],d.,132,Jarkko Nieminen[FIN] [yr|ev],3-6 6-4 5-7 7-6(4) 7-5,0.97,5.5%,57.8%,63.5%,56.0%,17/24,4.6%,75.9%,63.5%,55.3%,11/16,3:51,36
R64,28,(33)John Isner[USA] [yr|ev],d.,284,(Q)Louk Sorensen[IRL] [yr|ev],6-3 7-6(4) 7-5,0.95,20.0%,74.3%,75.6%,66.7%,3/3,12.6%,60.9%,90.6%,50.0%,3/5,2:16,8
R64,12,(12)Gael Monfils[FRA] [yr|ev],d.,224,(Q)Antonio Veic[CRO] [yr|ev],6-4 6-4 6-4,1.21,6.7%,63.5%,72.7%,44.7%,2/5,2.4%,63.1%,60.4%,45.2%,1/7,1:50,6
R64,39,Ivo Karlovic[CRO] [yr|ev],d.,43,Julien Benneteau[FRA] [yr|ev],2-6 6-1 6-3 6-3,1.35,25.2%,58.3%,83.3%,48.8%,8/10,7.1%,60.2%,62.7%,51.3%,3/8,2:17,14
R64,24,(24)Ivan Ljubicic[CRO] [yr|ev],d.,131,(WC)Andrey Golubev[KAZ] [yr|ev],6-3 3-6 6-2 6-3,1.38,10.9%,60.9%,79.1%,58.1%,5/6,5.0%,54.2%,66.2%,52.7%,7/11,2:33,3
R64,26,(27)Philipp Kohlschreiber[GER] [yr|ev],d.,89,Wayne Odesnik[USA] [yr|ev],6-4 3-6 6-3 6-2,1.19,13.0%,62.6%,77.9%,43.5%,12/14,6.3%,48.0%,63.9%,53.0%,10/15,3:05,16
R64,2,(2)Rafael Nadal[ESP] [yr|ev],d.,75,Lukas Lacko[SVK] [yr|ev],6-2 6-2 6-2,1.85,1.6%,54.7%,71.4%,69.0%,0/1,2.5%,40.0%,59.4%,35.4%,3/10,1:53,1
R128,1,(1)Roger Federer[SUI] [yr|ev],d.,37,Igor Andreev[RUS] [yr|ev],4-6 6-2 7-6(2) 6-0,1.44,8.8%,55.9%,77.2%,48.9%,6/11,1.5%,61.8%,57.1%,36.5%,10/19,2:44,1
R128,47,Victor Hanescu[ROU] [yr|ev],d.,76,Juan Ignacio Chela[ARG] [yr|ev],6-4 6-3 7-6(2),1.40,5.5%,70.9%,69.2%,56.3%,4/7,5.4%,53.6%,63.3%,38.5%,8/13,2:17,26
R128,104,Stephane Robert[FRA] [yr|ev],d.,63,Potito Starace[ITA] [yr|ev],6-3 7-6(2) 7-6(4),1.22,2.2%,61.9%,73.5%,56.9%,9/11,4.5%,61.8%,66.2%,50.0%,3/6,2:23,50
R128,32,(31)Albert Montanes[ESP] [yr|ev],d.,71,Oscar Hernandez[ESP] [yr|ev],7-6(5) 2-2 RET,1.55,8.5%,59.6%,78.6%,63.2%,0/1,0.0%,54.3%,60.5%,53.1%,7/8,1:21,22
R128,22,(22)Lleyton Hewitt[AUS] [yr|ev],d.,194,(Q)Ricardo Hocevar[BRA] [yr|ev],6-1 6-2 6-3,2.21,16.1%,59.7%,89.2%,64.0%,1/1,6.0%,70.2%,61.0%,36.0%,6/12,1:40,1
R128,195,(Q)Donald Young[USA] [yr|ev],d.,85,Christophe Rochus[BEL] [yr|ev],1-6 7-5 6-2 6-4,1.11,4.6%,53.8%,71.4%,48.3%,10/15,3.7%,63.0%,66.2%,40.0%,2/6,2:55,38
R128,31,Marcos Baghdatis[CYP] [yr|ev],d.,83,Paolo Lorenzi[ITA] [yr|ev],6-2 6-4 6-4,1.97,9.9%,52.1%,83.8%,67.6%,3/4,2.9%,65.7%,58.2%,42.9%,5/10,2:00,8
R128,18,(17)David Ferrer[ESP] [yr|ev],d.,68,Frederico Gil[POR] [yr|ev],6-0 6-0 2-0 RET,3.23,5.6%,58.3%,81.0%,73.3%,0/0,0.0%,69.6%,31.3%,21.4%,2/9,1:01,3
R128,9,(9)Fernando Verdasco[ESP] [yr|ev],d.,129,(WC)Carsten Ball[AUS] [yr|ev],6-7(4) 7-6(1) 7-5 6-2,1.27,4.8%,72.8%,78.5%,45.0%,10/13,8.6%,48.7%,66.2%,56.4%,16/22,3:05,7
R128,209,(Q)Ivan Sergeyev[UKR] [yr|ev],d.,41,Dudi Sela[ISR] [yr|ev],6-3 7-6(3) 4-6 7-6(8),1.06,6.3%,57.9%,71.7%,50.7%,9/14,4.8%,62.8%,65.9%,51.9%,10/15,3:22,147
R128,134,(Q)Stefan Koubek[AUT] [yr|ev],d.,84,Rajeev Ram[USA] [yr|ev],4-6 6-3 5-7 6-1 6-3,1.18,8.7%,61.1%,69.2%,63.8%,5/7,9.7%,57.4%,70.8%,48.5%,9/14,3:13,20
R128,185,(Q)Ivan Dodig[CRO] [yr|ev],d.,23,(23)Juan Carlos Ferrero[ESP] [yr|ev],2-6 1-6 6-4 6-1 6-1,1.00,14.0%,60.3%,67.1%,46.3%,8/13,3.9%,65.1%,67.9%,42.2%,6/12,3:00,29
R128,33,(30)Juan Monaco[ARG] [yr|ev],d.,82,Ernests Gulbis[LAT] [yr|ev],6-3 7-6(5) 6-1,1.36,3.1%,66.0%,68.8%,51.5%,7/10,7.8%,54.4%,58.9%,38.3%,11/19,2:15,10
R128,72,Michael Llodra[FRA] [yr|ev],d.,96,Martin Vassallo Arguello[ARG] [yr|ev],6-3 7-5 6-4,1.44,9.6%,62.8%,76.3%,60.0%,3/4,2.6%,71.1%,61.7%,45.5%,8/12,2:14,21
R128,119,(Q)Illya Marchenko[UKR] [yr|ev],d.,509,Carlos Moya[ESP] [yr|ev],7-6(2) 7-5 6-3,1.21,6.1%,57.4%,74.2%,53.1%,4/7,8.8%,55.9%,64.9%,48.9%,6/11,2:36,49
R128,6,(6)Nikolay Davydenko[RUS] [yr|ev],d.,175,(Q)Dieter Kindlmann[GER] [yr|ev],6-1 6-0 6-3,1.77,10.0%,60.0%,66.7%,62.5%,4/6,0.0%,62.0%,51.0%,16.7%,10/19,1:31,3
R128,3,(3)Novak Djokovic[SRB] [yr|ev],d.,74,Daniel Gimeno Traver[ESP] [yr|ev],7-5 6-3 6-2,1.47,4.4%,67.8%,77.0%,55.2%,5/6,5.5%,59.3%,72.2%,32.4%,9/14,2:01,1
R128,58,Marco Chiudinelli[SUI] [yr|ev],d.,180,(WC)Marinko Matosevic[AUS] [yr|ev],7-6(7) 7-6(3) 4-6 6-3,1.09,3.0%,58.5%,72.2%,50.0%,7/12,7.8%,56.0%,58.2%,61.3%,6/12,3:10,52
R128,66,Michael Berrer[GER] [yr|ev],d.,112,Kristof Vliegen[BEL] [yr|ev],6-1 6-2 6-1,3.01,18.5%,70.4%,92.1%,56.3%,0/0,6.3%,68.4%,53.7%,24.0%,7/14,1:20,42
R128,103,Denis Istomin[UZB] [yr|ev],d.,34,(32)Jeremy Chardy[FRA] [yr|ev],6-2 6-2 6-0,2.16,9.1%,60.6%,82.5%,65.4%,1/1,8.2%,49.2%,60.0%,35.5%,5/12,1:21,33
R128,20,(20)Mikhail Youzhny[RUS] [yr|ev],d.,52,Richard Gasquet[FRA] [yr|ev],6-7(9) 4-6 7-6(2) 7-6(4) 6-4,1.04,6.4%,59.0%,71.2%,51.9%,10/16,4.5%,58.7%,77.1%,40.5%,4/10,4:53,8
R128,92,Jan Hajek[CZE] [yr|ev],d.,99,Robby Ginepri[USA] [yr|ev],7-6(2) 7-5 6-1,1.28,2.8%,67.0%,69.9%,52.8%,6/8,5.2%,62.9%,63.0%,39.5%,8/13,2:04,71
R128,86,Lukasz Kubot[POL] [yr|ev],d.,78,Mischa Zverev[GER] [yr|ev],6-3 6-3 6-3,1.58,7.0%,63.4%,68.9%,69.2%,1/3,12.8%,51.1%,62.5%,39.1%,4/11,1:41,41
R128,114,Santiago Giraldo[COL] [yr|ev],d.,16,(16)Tommy Robredo[ESP] [yr|ev],6-4 6-2 6-2,1.80,2.7%,54.1%,80.0%,67.6%,2/2,2.2%,57.0%,60.4%,45.0%,8/12,1:56,28
R128,10,(10)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,62,Sergiy Stakhovsky[UKR] [yr|ev],6-3 6-4 6-4,1.52,17.2%,65.5%,82.5%,50.0%,4/6,4.3%,60.6%,63.2%,45.9%,5/10,1:51,5
R128,79,Taylor Dent[USA] [yr|ev],d.,56,Fabio Fognini[ITA] [yr|ev],6-1 6-3 6-3,1.62,8.2%,53.4%,79.5%,44.1%,5/8,3.3%,43.3%,50.0%,32.4%,4/12,1:20,21
R128,36,Janko Tipsarevic[SRB] [yr|ev],d.,341,(WC)Ryan Harrison[USA] [yr|ev],6-2 6-4 7-6(3),1.23,8.2%,61.5%,65.3%,59.6%,9/11,4.1%,53.7%,63.1%,44.6%,14/18,2:46,8
R128,17,(18)Tommy Haas[GER] [yr|ev],d.,61,Simon Greul[GER] [yr|ev],6-7(5) 6-4 6-2 6-1,1.50,12.8%,65.1%,69.0%,65.8%,2/4,2.1%,48.3%,63.8%,40.5%,17/25,2:50,2
R128,25,(26)Nicolas Almagro[ESP] [yr|ev],d.,93,(Q)Xavier Malisse[BEL] [yr|ev],7-6(12) 6-4 2-6 4-6 8-6,1.05,8.9%,60.9%,73.8%,59.1%,5/9,7.5%,56.7%,74.5%,55.6%,10/13,3:36,9
R128,38,Benjamin Becker[GER] [yr|ev],d.,169,(Q)Grega Zemlja[SLO] [yr|ev],7-6(5) 7-5 7-5,1.06,7.4%,50.9%,80.0%,47.2%,4/8,9.3%,57.0%,62.3%,60.9%,5/11,2:33,35
R128,77,Alejandro Falla[COL] [yr|ev],d.,88,Marcos Daniel[BRA] [yr|ev],7-5 6-3 6-1,1.41,2.3%,51.7%,80.0%,57.1%,2/2,2.3%,35.6%,80.6%,42.9%,5/10,1:59,50
R128,113,Marcel Granollers[ESP] [yr|ev],d.,8,(8)Robin Soderling[SWE] [yr|ev],5-7 2-6 6-4 6-4 6-2,1.04,7.7%,64.1%,62.6%,56.9%,6/12,5.1%,61.4%,67.0%,45.9%,8/15,3:21,19
R128,7,(7)Andy Roddick[USA] [yr|ev],d.,80,Thiemo De Bakker[NED] [yr|ev],6-1 6-4 6-4,1.45,9.1%,62.5%,74.5%,69.7%,7/7,18.7%,72.5%,65.2%,48.0%,11/15,2:04,1
R128,35,Thomaz Bellucci[BRA] [yr|ev],d.,102,Teymuraz Gabashvili[RUS] [yr|ev],6-3 7-5 4-6 6-4,1.20,6.1%,64.2%,73.7%,49.1%,13/16,1.9%,57.1%,65.9%,47.0%,23/27,3:55,21
R128,46,Feliciano Lopez[ESP] [yr|ev],d.,48,Pablo Cuevas[URU] [yr|ev],6-1 6-4 7-5,1.26,14.8%,67.0%,74.6%,48.3%,3/5,8.3%,60.7%,70.6%,36.4%,4/11,1:49,12
R128,107,Rainer Schuettler[GER] [yr|ev],d.,29,(25)Sam Querrey[USA] [yr|ev],6-3 2-6 6-4 6-3,1.04,0.9%,56.6%,73.4%,49.0%,2/5,14.2%,58.5%,75.8%,40.9%,5/10,2:15,5
R128,21,(21)Tomas Berdych[CZE] [yr|ev],d.,390,Robin Haase[NED] [yr|ev],6-0 6-3 6-3,1.89,3.0%,50.0%,78.8%,63.6%,2/3,6.2%,60.5%,53.1%,34.4%,3/10,1:39,4
R128,53,Evgeny Korolev[KAZ] [yr|ev],d.,91,Daniel Brands[GER] [yr|ev],6-2 7-5 7-5,1.23,2.0%,57.4%,72.4%,48.8%,4/7,10.5%,51.6%,59.2%,47.8%,2/9,2:04,46
R128,154,(LL)Marsel Ilhan[TUR] [yr|ev],d.,564,(WC)Sebastien Grosjean[FRA] [yr|ev],6-4 6-3 7-5,1.14,0.9%,67.3%,66.2%,61.1%,10/11,4.0%,63.4%,65.6%,48.6%,10/16,2:39,77
R128,11,(11)Fernando Gonzalez[CHI] [yr|ev],d.,59,Olivier Rochus[BEL] [yr|ev],6-3 6-4 3-6 6-1,1.50,20.0%,58.9%,85.7%,48.7%,4/7,3.9%,65.4%,61.4%,45.5%,9/15,2:18,5
R128,14,(14)Marin Cilic[CRO] [yr|ev],d.,67,Fabrice Santoro[FRA] [yr|ev],7-5 7-5 6-3,1.34,6.5%,57.6%,79.2%,56.4%,2/4,0.0%,60.2%,66.2%,48.8%,12/17,2:32,3
R128,289,(WC)Bernard Tomic[AUS] [yr|ev],d.,173,(Q)Guillaume Rufin[FRA] [yr|ev],6-3 6-4 6-4,1.42,5.9%,65.9%,69.6%,62.1%,5/8,2.5%,55.7%,54.5%,51.4%,7/13,1:44,17
R128,100,Igor Kunitsyn[RUS] [yr|ev],d.,51,Jose Acasuso[ARG] [yr|ev],6-1 2-6 6-4 6-2,1.30,4.2%,82.5%,67.7%,47.6%,11/14,8.6%,58.1%,63.9%,38.6%,5/11,3:08,35
